Electricity.Timestep,Time,Sum [kWh],True Sum [kWh],True Sum [Wh]
36240,43856.16667,0.042010364,0.9,900
36300,43856.20833,0.042066763,0.9,900
36360,43856.25,0.641862445,0.641862445,641.862445
36420,43856.29167,0.085156235,0.085156235,85.156235
36480,43856.33333,0.687855377,0.687855377,687.855377
36540,43856.375,1.833858065,1.833858065,1833.858065
36600,43856.41667,0.328561963,0.328561963,328.561963
36660,43856.45833,1.910982662,1.910982662,1910.982662
36720,43856.5,0.638176575,0.638176575,638.176575
36780,43856.54167,0.282196532,0.282196532,282.196532
36840,43856.58333,1.285656754,1.285656754,1285.656754
36900,43856.625,1.237697206,1.237697206,1237.697206
36960,43856.66667,2.244135785,2.244135785,2244.135785
37020,43856.70833,0.120370944,0.120370944,120.370944
37080,43856.75,0.116127283,0.9,900
37140,43856.79167,0.111385151,0.9,900
37200,43856.83333,0.167095611,0.9,900
37260,43856.875,0.14101447,0.9,900
37320,43856.91667,0.122252219,0.9,900
37380,43856.95833,0.043157693,0.9,900
37440,43857,0.046618576,0.9,900
37500,43857.04167,0.04729373,0.9,900
37560,43857.08333,0.042348645,0.9,900
37620,43857.125,0.044516855,0.9,900
37680,43857.16667,0.043150156,0.9,900
37740,43857.20833,0.047892774,0.9,900
37800,43857.25,1.054327988,1.054327988,1054.327988
37860,43857.29167,1.396819542,1.396819542,1396.819542
37920,43857.33333,0.595829121,0.595829121,595.829121
37980,43857.375,0.050158616,0.050158616,50.158616
38040,43857.41667,0.041585938,0.041585938,41.585938
38100,43857.45833,0.04281103,0.04281103,42.81103
38160,43857.5,0.041746588,0.041746588,41.746588
38220,43857.54167,0.044184756,0.044184756,44.184756
38280,43857.58333,0.049436585,0.049436585,49.436585
38340,43857.625,0.14173192,0.14173192,141.73192
38400,43857.66667,0.044196972,0.044196972,44.196972
38460,43857.70833,0.11524042,0.11524042,115.24042
38520,43857.75,1.066836682,0.9,900
38580,43857.79167,0.379625406,0.9,900
38640,43857.83333,0.617442786,0.9,900
38700,43857.875,0.178021709,0.9,900
38760,43857.91667,0.110255386,0.9,900
38820,43857.95833,0.041520747,0.9,900
38880,43858,0.038042944,0.9,900
38940,43858.04167,0.043261447,0.9,900
39000,43858.08333,0.042018924,0.9,900
39060,43858.125,0.045010087,0.9,900
39120,43858.16667,0.047015811,0.9,900
39180,43858.20833,0.043874094,0.9,900
39240,43858.25,0.873144874,0.873144874,873.144874
39300,43858.29167,0.901250797,0.901250797,901.250797
39360,43858.33333,0.105116382,0.105116382,105.116382
39420,43858.375,0.043973664,0.043973664,43.973664
39480,43858.41667,0.043227317,0.043227317,43.227317
39540,43858.45833,0.043253849,0.043253849,43.253849
39600,43858.5,0.040529324,0.040529324,40.529324
39660,43858.54167,0.045422622,0.045422622,45.422622
39720,43858.58333,0.060383916,0.060383916,60.383916
39780,43858.625,0.053044538,0.053044538,53.044538
39840,43858.66667,0.08722194,0.08722194,87.22194
39900,43858.70833,0.770446968,0.770446968,770.446968
39960,43858.75,1.735312698,0.9,900
40020,43858.79167,1.238050648,0.9,900
40080,43858.83333,0.531018078,0.9,900
40140,43858.875,0.588868707,0.9,900
40200,43858.91667,0.961788221,0.9,900
40260,43858.95833,0.431762708,0.9,900
40320,43859,0.044614564,0.9,900
40380,43859.04167,0.047747,0.9,900
40440,43859.08333,0.044567064,0.9,900
40500,43859.125,0.04513887,0.9,900
40560,43859.16667,0.043173109,0.9,900
40620,43859.20833,0.043623861,0.9,900
40680,43859.25,0.617686206,0.617686206,617.686206
40740,43859.29167,0.437743213,0.437743213,437.743213
40800,43859.33333,0.222996481,0.222996481,222.996481
40860,43859.375,0.045768849,0.045768849,45.768849
40920,43859.41667,0.042436169,0.042436169,42.436169
40980,43859.45833,0.044434809,0.044434809,44.434809
41040,43859.5,0.041770331,0.041770331,41.770331
41100,43859.54167,0.044414196,0.044414196,44.414196
41160,43859.58333,0.059853332,0.059853332,59.853332
41220,43859.625,0.059229584,0.059229584,59.229584
41280,43859.66667,0.045937188,0.045937188,45.937188
41340,43859.70833,0.321435571,0.321435571,321.435571
41400,43859.75,1.329995125,0.9,900
41460,43859.79167,1.193522891,0.9,900
41520,43859.83333,0.099865295,0.9,900
41580,43859.875,0.90986093,0.9,900
41640,43859.91667,1.315111273,0.9,900
41700,43859.95833,0.316244506,0.9,900
41760,43860,0.043302671,0.9,900
41820,43860.04167,0.045262208,0.9,900
41880,43860.08333,0.046179362,0.9,900
41940,43860.125,0.042073262,0.9,900
42000,43860.16667,0.045939177,0.9,900
42060,43860.20833,0.044657354,0.9,900
42120,43860.25,1.137288814,1.137288814,1137.288814
42180,43860.29167,0.270863029,0.270863029,270.863029
42240,43860.33333,0.548947822,0.548947822,548.947822
42300,43860.375,0.051514472,0.051514472,51.514472
42360,43860.41667,0.042912324,0.042912324,42.912324
42420,43860.45833,0.042889947,0.042889947,42.889947
42480,43860.5,0.041582389,0.041582389,41.582389
42540,43860.54167,0.051077215,0.051077215,51.077215
42600,43860.58333,0.100343982,0.100343982,100.343982
42660,43860.625,0.173335494,0.173335494,173.335494
42720,43860.66667,0.068022736,0.068022736,68.022736
42780,43860.70833,1.967125671,1.967125671,1967.125671
42840,43860.75,2.004917377,0.9,900
42900,43860.79167,1.472234126,0.9,900
42960,43860.83333,0.18841522,0.9,900
43020,43860.875,0.134988661,0.9,900
43080,43860.91667,0.166918893,0.9,900
43140,43860.95833,0.04329862,0.9,900
43200,43861,0.043219052,0.9,900
43260,43861.04167,0.045503955,0.9,900
43320,43861.08333,0.046291674,0.9,900
43380,43861.125,0.043842642,0.9,900
43440,43861.16667,0.043390226,0.9,900
43500,43861.20833,0.044592569,0.9,900
43560,43861.25,0.69521147,0.69521147,695.21147
43620,43861.29167,0.691812764,0.691812764,691.812764
43680,43861.33333,0.068885155,0.068885155,68.885155
43740,43861.375,0.054598258,0.054598258,54.598258
43800,43861.41667,0.044124941,0.044124941,44.124941
43860,43861.45833,0.042924495,0.042924495,42.924495
43920,43861.5,0.042963476,0.042963476,42.963476
43980,43861.54167,0.067193149,0.067193149,67.193149
44040,43861.58333,0.23280799,0.23280799,232.80799
44100,43861.625,0.160625205,0.160625205,160.625205
44160,43861.66667,0.052185093,0.052185093,52.185093
44220,43861.70833,1.423177178,1.423177178,1423.177178
44280,43861.75,0.717980514,0.9,900
44340,43861.79167,1.546622816,0.9,900
44400,43861.83333,0.64550777,0.9,900
44460,43861.875,0.927269954,0.9,900
44520,43861.91667,0.43943681,0.9,900
44580,43861.95833,0.039481474,0.9,900
44640,43862,0.043119942,0.9,900
44700,43862.04167,0.044701909,0.9,900
44760,43862.08333,0.044195286,0.9,900
44820,43862.125,0.046078398,0.9,900
44880,43862.16667,0.044893591,0.9,900
44940,43862.20833,0.042117433,0.9,900
45000,43862.25,0.647005998,0.647005998,647.005998
45060,43862.29167,0.729194712,0.729194712,729.194712
45120,43862.33333,0.22443121,0.22443121,224.43121
45180,43862.375,0.715831798,0.715831798,715.831798
45240,43862.41667,0.12591697,0.12591697,125.91697
45300,43862.45833,2.215651461,2.215651461,2215.651461
45360,43862.5,0.578892826,0.578892826,578.892826
45420,43862.54167,0.124075562,0.124075562,124.075562
45480,43862.58333,1.022329842,1.022329842,1022.329842
45540,43862.625,0.954148331,0.954148331,954.148331
45600,43862.66667,0.200439791,0.200439791,200.439791
45660,43862.70833,1.194629512,1.194629512,1194.629512
45720,43862.75,1.933720978,0.9,900
45780,43862.79167,1.252754143,0.9,900
45840,43862.83333,0.119847215,0.9,900
45900,43862.875,0.583243136,0.9,900
45960,43862.91667,0.06998439,0.9,900
46020,43862.95833,0.043239086,0.9,900
46080,43863,0.042828785,0.9,900
46140,43863.04167,0.044642231,0.9,900
46200,43863.08333,0.04647168,0.9,900
46260,43863.125,0.046158432,0.9,900
46320,43863.16667,0.042147307,0.9,900
46380,43863.20833,0.044402181,0.9,900
46440,43863.25,0.049747873,0.049747873,49.747873
46500,43863.29167,0.716674198,0.716674198,716.674198
46560,43863.33333,0.844544901,0.844544901,844.544901
46620,43863.375,1.445289549,1.445289549,1445.289549
46680,43863.41667,1.234055678,1.234055678,1234.055678
46740,43863.45833,1.315956864,1.315956864,1315.956864
46800,43863.5,0.34005725,0.34005725,340.05725
46860,43863.54167,0.45439319,0.45439319,454.39319
46920,43863.58333,0.981138895,0.981138895,981.138895
46980,43863.625,1.162953398,1.162953398,1162.953398
47040,43863.66667,0.17724143,0.17724143,177.24143
47100,43863.70833,0.120767851,0.120767851,120.767851
47160,43863.75,0.9413799,0.9,900
47220,43863.79167,0.595595824,0.9,900
47280,43863.83333,0.154692686,0.9,900
47340,43863.875,0.200120195,0.9,900
47400,43863.91667,0.189975096,0.9,900
47460,43863.95833,0.083222137,0.9,900
47520,43864,0.046697373,0.9,900
47580,43864.04167,0.04497761,0.9,900
47640,43864.08333,0.043467659,0.9,900
47700,43864.125,0.043137409,0.9,900
47760,43864.16667,0.043274887,0.9,900
47820,43864.20833,0.040683393,0.9,900
47880,43864.25,0.711976043,0.711976043,711.976043
47940,43864.29167,0.667626081,0.667626081,667.626081
48000,43864.33333,0.081703634,0.081703634,81.703634
48060,43864.375,0.043643573,0.043643573,43.643573
48120,43864.41667,0.040653948,0.040653948,40.653948
48180,43864.45833,0.044397192,0.044397192,44.397192
48240,43864.5,0.04454715,0.04454715,44.54715
48300,43864.54167,0.066521406,0.066521406,66.521406
48360,43864.58333,0.096811184,0.096811184,96.811184
48420,43864.625,0.171024434,0.171024434,171.024434
48480,43864.66667,0.060521389,0.060521389,60.521389
48540,43864.70833,0.079783023,0.079783023,79.783023
48600,43864.75,0.279471903,0.9,900
48660,43864.79167,1.602775563,0.9,900
48720,43864.83333,0.275718011,0.9,900
48780,43864.875,0.65217248,0.9,900
48840,43864.91667,0.112581127,0.9,900
48900,43864.95833,0.076402981,0.9,900
48960,43865,0.063125945,0.9,900
49020,43865.04167,0.050138246,0.9,900
49080,43865.08333,0.045352919,0.9,900
49140,43865.125,0.043337534,0.9,900
49200,43865.16667,0.043405702,0.9,900
49260,43865.20833,0.043359626,0.9,900
49320,43865.25,0.913556364,0.913556364,913.556364
49380,43865.29167,0.73890332,0.73890332,738.90332
49440,43865.33333,0.135076554,0.135076554,135.076554
49500,43865.375,0.045947399,0.045947399,45.947399
49560,43865.41667,0.042861024,0.042861024,42.861024
49620,43865.45833,0.041781808,0.041781808,41.781808
49680,43865.5,0.041564085,0.041564085,41.564085
49740,43865.54167,0.044054881,0.044054881,44.054881
49800,43865.58333,0.042802942,0.042802942,42.802942
49860,43865.625,0.76909352,0.76909352,769.09352
49920,43865.66667,0.307168095,0.307168095,307.168095
49980,43865.70833,0.469126085,0.469126085,469.126085
50040,43865.75,1.063923615,0.9,900
50100,43865.79167,0.580992248,0.9,900
50160,43865.83333,1.823805876,0.9,900
50220,43865.875,0.628330219,0.9,900
50280,43865.91667,0.053885203,0.9,900
50340,43865.95833,0.043280983,0.9,900
50400,43866,0.043167848,0.9,900
50460,43866.04167,0.043380315,0.9,900
50520,43866.08333,0.045523531,0.9,900
50580,43866.125,0.045817852,0.9,900
50640,43866.16667,0.043778248,0.9,900
50700,43866.20833,0.043276089,0.9,900
50760,43866.25,1.017906008,1.017906008,1017.906008
50820,43866.29167,0.894588884,0.894588884,894.588884
50880,43866.33333,0.075406491,0.075406491,75.406491
50940,43866.375,0.059147326,0.059147326,59.147326
51000,43866.41667,0.935009419,0.935009419,935.009419
51060,43866.45833,0.187395233,0.187395233,187.395233
51120,43866.5,1.712353609,1.712353609,1712.353609
51180,43866.54167,0.175543647,0.175543647,175.543647
51240,43866.58333,0.31932485,0.31932485,319.32485
51300,43866.625,0.08723742,0.08723742,87.23742
51360,43866.66667,1.832313701,1.832313701,1832.313701
51420,43866.70833,1.154676487,1.154676487,1154.676487
51480,43866.75,0.407828135,0.9,900
51540,43866.79167,1.514169079,0.9,900
51600,43866.83333,0.339321893,0.9,900
51660,43866.875,0.426327406,0.9,900
51720,43866.91667,0.935656922,0.9,900
51780,43866.95833,0.589002721,0.9,900
51840,43867,0.043407517,0.9,900
51900,43867.04167,0.044767675,0.9,900
51960,43867.08333,0.042602883,0.9,900
52020,43867.125,0.043224617,0.9,900
52080,43867.16667,0.043124691,0.9,900
52140,43867.20833,0.043173702,0.9,900
52200,43867.25,0.674411355,0.674411355,674.411355
52260,43867.29167,0.344303377,0.344303377,344.303377
52320,43867.33333,0.293690452,0.293690452,293.690452
52380,43867.375,0.044096818,0.044096818,44.096818
52440,43867.41667,0.04406565,0.04406565,44.06565
52500,43867.45833,0.042944484,0.042944484,42.944484
52560,43867.5,0.0455394,0.0455394,45.5394
52620,43867.54167,0.0429095,0.0429095,42.9095
52680,43867.58333,0.042820935,0.042820935,42.820935
52740,43867.625,0.044027841,0.044027841,44.027841
52800,43867.66667,0.042984227,0.042984227,42.984227
52860,43867.70833,0.067599125,0.067599125,67.599125
52920,43867.75,1.249952144,0.9,900
52980,43867.79167,0.842442335,0.9,900
53040,43867.83333,0.133301536,0.9,900
53100,43867.875,0.120721202,0.9,900
53160,43867.91667,0.065499406,0.9,900
53220,43867.95833,0.043091119,0.9,900
53280,43868,0.044625155,0.9,900
53340,43868.04167,0.041981717,0.9,900
53400,43868.08333,0.047637322,0.9,900
53460,43868.125,0.045463215,0.9,900
53520,43868.16667,0.043558299,0.9,900
53580,43868.20833,0.043274065,0.9,900
53640,43868.25,1.008680178,1.008680178,1008.680178
53700,43868.29167,0.170831492,0.170831492,170.831492
53760,43868.33333,0.065871902,0.065871902,65.871902
53820,43868.375,0.049591542,0.049591542,49.591542
53880,43868.41667,0.042785357,0.042785357,42.785357
53940,43868.45833,0.042932472,0.042932472,42.932472
54000,43868.5,0.041937552,0.041937552,41.937552
54060,43868.54167,0.060180064,0.060180064,60.180064
54120,43868.58333,0.090038676,0.090038676,90.038676
54180,43868.625,0.135375094,0.135375094,135.375094
54240,43868.66667,0.077707655,0.077707655,77.707655
54300,43868.70833,0.584939295,0.584939295,584.939295
54360,43868.75,1.483668858,0.9,900
54420,43868.79167,1.260983873,0.9,900
54480,43868.83333,0.122331344,0.9,900
54540,43868.875,0.699146265,0.9,900
54600,43868.91667,1.028876684,0.9,900
54660,43868.95833,0.616596711,0.9,900
54720,43869,0.043149882,0.9,900
54780,43869.04167,0.045105816,0.9,900
54840,43869.08333,0.046444775,0.9,900
54900,43869.125,0.043506981,0.9,900
54960,43869.16667,0.044582594,0.9,900
55020,43869.20833,0.042057146,0.9,900
55080,43869.25,0.406837523,0.406837523,406.837523
55140,43869.29167,0.978747034,0.978747034,978.747034
55200,43869.33333,1.20061234,1.20061234,1200.61234
55260,43869.375,0.760775382,0.760775382,760.775382
55320,43869.41667,0.518995486,0.518995486,518.995486
55380,43869.45833,4.895519021,4.895519021,4895.519021
55440,43869.5,0.419087401,0.419087401,419.087401
55500,43869.54167,0.254787262,0.254787262,254.787262
55560,43869.58333,1.363738995,1.363738995,1363.738995
55620,43869.625,0.612980253,0.612980253,612.980253
55680,43869.66667,0.775068053,0.775068053,775.068053
55740,43869.70833,0.205662264,0.205662264,205.662264
55800,43869.75,0.297764829,0.9,900
55860,43869.79167,1.796535404,0.9,900
55920,43869.83333,1.442860083,0.9,900
55980,43869.875,0.158948572,0.9,900
56040,43869.91667,0.068031107,0.9,900
56100,43869.95833,0.043317413,0.9,900
56160,43870,0.043204681,0.9,900
56220,43870.04167,0.04363938,0.9,900
56280,43870.08333,0.045294073,0.9,900
56340,43870.125,0.044732885,0.9,900
56400,43870.16667,0.044682748,0.9,900
56460,43870.20833,0.042809908,0.9,900
56520,43870.25,0.04238583,0.04238583,42.38583
56580,43870.29167,0.675342569,0.675342569,675.342569
56640,43870.33333,1.447129364,1.447129364,1447.129364
56700,43870.375,0.354860419,0.354860419,354.860419
56760,43870.41667,0.915777975,0.915777975,915.777975
56820,43870.45833,1.315136742,1.315136742,1315.136742
56880,43870.5,1.19170621,1.19170621,1191.70621
56940,43870.54167,0.172666063,0.172666063,172.666063
57000,43870.58333,1.056739954,1.056739954,1056.739954
57060,43870.625,0.958170105,0.958170105,958.170105
57120,43870.66667,0.128766479,0.128766479,128.766479
57180,43870.70833,0.179692308,0.179692308,179.692308
57240,43870.75,0.240437336,0.9,900
57300,43870.79167,1.197663915,0.9,900
57360,43870.83333,0.431087349,0.9,900
57420,43870.875,1.482061216,0.9,900
57480,43870.91667,1.067213884,0.9,900
57540,43870.95833,0.043298202,0.9,900
57600,43871,0.043374585,0.9,900
57660,43871.04167,0.043553671,0.9,900
57720,43871.08333,0.046449653,0.9,900
57780,43871.125,0.04626344,0.9,900
57840,43871.16667,0.042277741,0.9,900
57900,43871.20833,0.043251707,0.9,900
57960,43871.25,0.520247946,0.520247946,520.247946
58020,43871.29167,0.779868566,0.779868566,779.868566
58080,43871.33333,0.419045923,0.419045923,419.045923
58140,43871.375,0.097076988,0.097076988,97.076988
58200,43871.41667,0.08893409,0.08893409,88.93409
58260,43871.45833,0.089680625,0.089680625,89.680625
58320,43871.5,0.081616383,0.081616383,81.616383
58380,43871.54167,0.15702998,0.15702998,157.02998
58440,43871.58333,0.07005789,0.07005789,70.05789
58500,43871.625,0.120205122,0.120205122,120.205122
58560,43871.66667,0.080042731,0.080042731,80.042731
58620,43871.70833,0.119537356,0.119537356,119.537356
58680,43871.75,1.427376685,0.9,900
58740,43871.79167,0.63906304,0.9,900
58800,43871.83333,0.44234997,0.9,900
58860,43871.875,0.298218532,0.9,900
58920,43871.91667,0.167874111,0.9,900
58980,43871.95833,0.043349651,0.9,900
59040,43872,0.044520731,0.9,900
59100,43872.04167,0.042407244,0.9,900
59160,43872.08333,0.046603924,0.9,900
59220,43872.125,0.043136169,0.9,900
59280,43872.16667,0.044820872,0.9,900
59340,43872.20833,0.044652071,0.9,900
59400,43872.25,0.595331216,0.595331216,595.331216
59460,43872.29167,0.766944946,0.766944946,766.944946
59520,43872.33333,0.431301294,0.431301294,431.301294
59580,43872.375,0.338387811,0.338387811,338.387811
59640,43872.41667,0.096549311,0.096549311,96.549311
59700,43872.45833,0.074013059,0.074013059,74.013059
59760,43872.5,0.060589213,0.060589213,60.589213
59820,43872.54167,0.075771462,0.075771462,75.771462
59880,43872.58333,0.070586848,0.070586848,70.586848
59940,43872.625,0.050336635,0.050336635,50.336635
